"Time (s)","X (hPa)"
-5.314615833E-1,1.013535004E3
4.745674167E-1,1.013535614E3
1.480618417E0,1.013536148E3
2.486643417E0,1.013536301E3
3.492695417E0,1.013539505E3
3.843452417E0,1.013536301E3
4.916517417E0,1.013535385E3
5.989606417E0,1.013532715E3
7.062735417E0,1.013529739E3
8.135903417E0,1.013528137E3
9.209053417E0,1.013523636E3
1.028218742E1,1.013520126E3
1.135527742E1,1.013512497E3
1.242833042E1,1.013506546E3
1.350142542E1,1.013498611E3
1.457445842E1,1.013492355E3
1.564751042E1,1.013489075E3
1.672056542E1,1.013489075E3
1.779366142E1,1.013486557E3
1.886673842E1,1.013483429E3
1.993984642E1,1.013479385E3
2.101292642E1,1.013472443E3
2.208601342E1,1.013467178E3
2.315906442E1,1.013459244E3
2.423215642E1,1.013453293E3
2.530523442E1,1.013448029E3
2.637827742E1,1.013444977E3
2.745136842E1,1.013439178E3
2.852443842E1,1.013433380E3
2.959747642E1,1.013432922E3
3.067053642E1,1.013432083E3
3.174359242E1,1.013429794E3
3.281666342E1,1.013426361E3
3.388976442E1,1.013423920E3
3.496284242E1,1.013417587E3
3.603590742E1,1.013406677E3
3.710895342E1,1.013397369E3
3.818202642E1,1.013392105E3
3.925509342E1,1.013386765E3
4.032814442E1,1.013385773E3
4.140115642E1,1.013384323E3
4.247416642E1,1.013383865E3
4.354720242E1,1.013381195E3
4.462024642E1,1.013380051E3
4.569326142E1,1.013375931E3
4.676629042E1,1.013370667E3
4.783931942E1,1.013364563E3
4.891233342E1,1.013361969E3
4.998528242E1,1.013358231E3
5.105826342E1,1.013353195E3
5.213125342E1,1.013351059E3
5.320422042E1,1.013348083E3
5.427727942E1,1.013346863E3
5.535032842E1,1.013345947E3
5.642333842E1,1.013345718E3
5.749633242E1,1.013345947E3
5.856930942E1,1.013345718E3
5.964224142E1,1.013344574E3
6.071519442E1,1.013343506E3
6.178817242E1,1.013342819E3
6.286112942E1,1.013342819E3
6.393409142E1,1.013345566E3
6.500707542E1,1.013348236E3
6.607999942E1,1.013348541E3
6.715296742E1,1.013348541E3
6.822587542E1,1.013344650E3
6.929881142E1,1.013339233E3
7.037177242E1,1.013336105E3
7.144468942E1,1.013332138E3
7.251764142E1,1.013326187E3
7.359064642E1,1.013321762E3
7.466364142E1,1.013321152E3
7.573661442E1,1.013320694E3
7.680961042E1,1.013320312E3
7.788259742E1,1.013318253E3
7.895557942E1,1.013318024E3
8.002856342E1,1.013317566E3
8.110150942E1,1.013314972E3
8.217446142E1,1.013314819E3
8.324742442E1,1.013314819E3
8.432042742E1,1.013316116E3
8.539336842E1,1.013318176E3
8.646634642E1,1.013320541E3
8.753933642E1,1.013320541E3
8.861226142E1,1.013320465E3
8.968520742E1,1.013320312E3
9.075815142E1,1.013319016E3
9.183114142E1,1.013313751E3
9.290409342E1,1.013313599E3
9.397704342E1,1.013312302E3
9.505003542E1,1.013309784E3
9.612301742E1,1.013305130E3
9.719603742E1,1.013304443E3
9.826901242E1,1.013299026E3
9.934196542E1,1.013296738E3
1.004149274E2,1.013295975E3
1.014879004E2,1.013295975E3
1.025608214E2,1.013296280E3
1.036336824E2,1.013297729E3
1.047065764E2,1.013298645E3
1.057794964E2,1.013298645E3
1.068523974E2,1.013298645E3
1.079252544E2,1.013298416E3
1.089980884E2,1.013297729E3
1.100709354E2,1.013294220E3
1.111437354E2,1.013292465E3
1.122165794E2,1.013289337E3
1.132894414E2,1.013289185E3
1.143622644E2,1.013289185E3
1.154351294E2,1.013292465E3
1.165080114E2,1.013292465E3
1.175809194E2,1.013293533E3
1.186538874E2,1.013293533E3
1.197267964E2,1.013293381E3
1.207996604E2,1.013291473E3
1.218724874E2,1.013290253E3
1.229453574E2,1.013288574E3
1.240182104E2,1.013286057E3
1.250910344E2,1.013283691E3
1.261638634E2,1.013279190E3
1.272366974E2,1.013270340E3
1.283095474E2,1.013264465E3
1.293824034E2,1.013257523E3
1.304552454E2,1.013251190E3
1.315281254E2,1.013245392E3
1.326009754E2,1.013242035E3
1.336738144E2,1.013239670E3
1.347466594E2,1.013234787E3
1.358195064E2,1.013232498E3
1.368923694E2,1.013230209E3
1.379652374E2,1.013227844E3
1.390380434E2,1.013222656E3
1.401109024E2,1.013216553E3
1.411837704E2,1.013209305E3
1.422566164E2,1.013199234E3
1.433294904E2,1.013193359E3
1.444023824E2,1.013187866E3
1.454752284E2,1.013186417E3
1.465480764E2,1.013183212E3
1.476209044E2,1.013181763E3
1.486937154E2,1.013178787E3
1.497665814E2,1.013174438E3
1.508393664E2,1.013164139E3
1.519122434E2,1.013157730E3
1.529850934E2,1.013151245E3
1.540578894E2,1.013143845E3
1.551307254E2,1.013137131E3
1.562034984E2,1.013131943E3
1.572762974E2,1.013123703E3
1.583490984E2,1.013115234E3